ID	lnL
ORTHOMCL3210	 -5317.275693
ORTHOMCL3212	 -4333.807199
ORTHOMCL3213	 -5412.979658
ORTHOMCL3214	 -12838.265541
ORTHOMCL3217	 -3560.793059
ORTHOMCL3218	 -4430.196657
ORTHOMCL3220	 -2577.465880
ORTHOMCL3221	 -4429.017729
ORTHOMCL3223	 -2571.867581
ORTHOMCL3224	 -2610.332909
ORTHOMCL3227	 -2930.729661
ORTHOMCL3230	 -1805.107106
ORTHOMCL3232	 -2970.645339
ORTHOMCL3233	 -1192.148253
ORTHOMCL3234	 -1721.597975
ORTHOMCL3235	 -2728.063295
ORTHOMCL3236	 -3414.368862
ORTHOMCL3239	 -1925.417678
ORTHOMCL3241	 -3957.917311
ORTHOMCL3244	 -5014.230768
ORTHOMCL3246	 -1729.769097
ORTHOMCL3247	 -2244.063801
ORTHOMCL3248	 -4691.208976
ORTHOMCL3249	 -4083.547326
ORTHOMCL3250	 -3060.545016
ORTHOMCL3251	 -3946.775709
ORTHOMCL3252	 -1594.536084
ORTHOMCL3254	 -2638.573057
ORTHOMCL3255	 -5122.608215
ORTHOMCL3256	 -3737.902979
ORTHOMCL3259	 -2394.671481
ORTHOMCL3260	 -1436.734395
ORTHOMCL3262	 -5922.093791
ORTHOMCL3263	 -2965.321228
ORTHOMCL3264	 -3160.147546
ORTHOMCL3265	 -1212.540910
ORTHOMCL3268	  -181.916354
ORTHOMCL3269	 -2938.333537
ORTHOMCL3270	 -7193.138569
ORTHOMCL3271	 -1759.635205
ORTHOMCL3272	 -1978.933832
ORTHOMCL3273	 -1496.526651
ORTHOMCL3275	 -1774.243637
ORTHOMCL3276	 -7014.999556
ORTHOMCL3278	 -4560.006333
ORTHOMCL3279	 -3185.524204
ORTHOMCL3280	 -2172.476058
ORTHOMCL3281	 -6595.444328
ORTHOMCL3282	 -1711.984053
ORTHOMCL3284	 -1882.488962
ORTHOMCL3285	  -905.027513
ORTHOMCL3286	 -3011.435748
ORTHOMCL3290	 -1568.969834
ORTHOMCL3291	 -1484.221294
ORTHOMCL3292	 -3759.855145
ORTHOMCL3293	 -3644.555613
ORTHOMCL3294	 -4583.730628
ORTHOMCL3295	 -4472.235295
ORTHOMCL3297	 -5978.956794
ORTHOMCL3298	 -7391.216064
ORTHOMCL3300	 -6208.068628
ORTHOMCL3301	 -1496.027458
ORTHOMCL3303	 -1936.558812
ORTHOMCL3304	 -1651.730042
ORTHOMCL3307	 -4064.430498
ORTHOMCL3309	 -2808.248852
ORTHOMCL3310	 -3343.329359
ORTHOMCL3313	 -1436.020441
ORTHOMCL3316	 -6303.412969
ORTHOMCL3317	 -2348.349312
ORTHOMCL3318	 -1691.697027
ORTHOMCL3319	 -1923.679861
ORTHOMCL3322	 -3424.155289
ORTHOMCL3323	 -2102.828808
ORTHOMCL3324	 -1944.216655
ORTHOMCL3326	 -1851.691525
ORTHOMCL3327	 -2783.969683
ORTHOMCL3328	 -2624.058124
ORTHOMCL3330	 -1679.659100
ORTHOMCL3331	 -2701.113191
ORTHOMCL3332	 -2495.198193
ORTHOMCL3333	 -3417.498052
ORTHOMCL3335	 -2686.461812
ORTHOMCL3336	 -5716.825454
ORTHOMCL3337	 -3752.135489
ORTHOMCL3338	 -1507.658344
ORTHOMCL3339	 -2032.720018
ORTHOMCL3340	 -2287.328353
ORTHOMCL3341	 -5664.728283
ORTHOMCL3342	 -3958.458464
ORTHOMCL3343	 -6053.030536
ORTHOMCL3344	 -5107.392515
ORTHOMCL3345	 -3261.121826
ORTHOMCL3346	 -1296.822006
ORTHOMCL3347	  -800.183717
ORTHOMCL3348	 -1735.157952
ORTHOMCL3349	 -2867.789396
ORTHOMCL3351	 -1238.812352
ORTHOMCL3352	 -1761.854849
ORTHOMCL3353	 -2362.029473
ORTHOMCL3354	 -2486.722193
ORTHOMCL3355	 -3112.028110
ORTHOMCL3357	 -7889.173112
ORTHOMCL3358	 -2101.600272
ORTHOMCL3360	  -962.748935
ORTHOMCL3361	 -8382.272038
ORTHOMCL3362	 -1528.054308
ORTHOMCL3363	 -7106.379665
ORTHOMCL3364	 -4224.343968
ORTHOMCL3366	 -5464.435443
ORTHOMCL3367	 -2468.959165
ORTHOMCL3368	 -6088.074160
ORTHOMCL3369	 -2218.873264
ORTHOMCL3371	 -4462.908054
ORTHOMCL3374	  -647.386933
ORTHOMCL3376	 -1354.981127
ORTHOMCL3377	 -4985.299160
ORTHOMCL3379	 -1111.856973
ORTHOMCL3380	 -1209.196265
ORTHOMCL3381	 -1289.439929
ORTHOMCL3384	 -3847.756569
ORTHOMCL3385	 -3482.780281
ORTHOMCL3387	 -2610.196371
ORTHOMCL3388	 -8747.753095
ORTHOMCL3389	 -2564.629325
ORTHOMCL3391	 -2600.890283
ORTHOMCL3392	 -5521.495292
ORTHOMCL3394	 -3367.720128
ORTHOMCL3395	 -3315.343731
ORTHOMCL3396	 -1238.778009
ORTHOMCL3398	 -7682.804296
ORTHOMCL3399	   -77.604005
ORTHOMCL3402	 -1399.173054
ORTHOMCL3403	 -4637.015195
ORTHOMCL3406	 -10926.357209
ORTHOMCL3408	 -8204.592952
ORTHOMCL3409	  -750.112960
ORTHOMCL3411	 -3530.350128
ORTHOMCL3415	 -4081.923607
ORTHOMCL3416	 -2641.456436
ORTHOMCL3417	 -6367.941906
ORTHOMCL3419	 -5557.450498
ORTHOMCL3422	 -2541.845228
ORTHOMCL3423	 -2095.096766
ORTHOMCL3424	 -1374.247521
ORTHOMCL3425	 -8973.194626
