chr1_298902	298902	1	0
chr1_335961	335961	1	2.348132994
chr1_336000	336000	1	2.348132994
chr1_336019	336019	1	2.402951895
chr1_418243	418243	1	5.120389399
chr1_418263	418263	1	5.288760023
chr1_434640	434640	1	7.74688096
chr1_495349	495349	1	9.316939548
chr1_530461	530461	1	9.344193113
chr1_530510	530510	1	11.37442541
chr1_811805	811805	1	15.12822264
chr1_811820	811820	1	15.60646946
chr1_926157	926157	1	19.88803232
chr1_926211	926211	1	19.90879625
chr1_973137	973137	1	20.79473856
chr1_1092385	1092385	1	21.26287442
chr1_1558495	1558495	1	21.57756148
chr1_1680931	1680931	1	21.86788725
chr1_1707264	1707264	1	22.41785574
chr1_1724386	1724386	1	22.48088141
chr1_1724387	1724387	1	22.84529831
chr1_1822806	1822806	1	23.06441563
chr1_2096575	2096575	1	23.38977005
chr1_2201852	2201852	1	23.55942133
chr1_2225005	2225005	1	23.92384303
chr1_2225077	2225077	1	24.23853009
chr1_2225084	2225084	1	24.65407261
chr1_2235019	2235019	1	24.7823639
chr1_2241931	2241931	1	24.91065999
chr1_2315997	2315997	1	24.99517865
chr1_2407965	2407965	1	24.99517865
chr1_2407982	2407982	1	25.10145412
chr1_2407990	2407990	1	25.22975021
chr1_2407992	2407992	1	25.49602646
chr1_2407994	2407994	1	25.71514378
chr1_2408057	2408057	1	25.77816465
chr1_2490578	2490578	1	26.06849042
chr1_2772945	2772945	1	26.08925915
chr1_3318539	3318539	1	26.20321378
chr1_3318563	3318563	1	26.50479687
chr1_3318581	3318581	1	26.5255656
chr1_3318607	3318607	1	26.88998251
chr1_3408273	3408273	1	26.99625798
chr1_3408287	3408287	1	27.04100908
chr1_3420403	3420403	1	27.13156171
chr1_3546527	3546527	1	27.29288152
chr1_3546588	3546588	1	27.36039669
chr1_3559278	3559278	1	27.67142883
chr1_3559335	3559335	1	28.22482681
chr1_3559377	3559377	1	28.22482681
chr1_3559529	3559529	1	28.25998976
chr1_3559536	3559536	1	28.3839882
chr1_3559569	3559569	1	28.43994866
chr1_3559572	3559572	1	28.64383238
chr1_3559600	3559600	1	28.64383238
chr1_3560287	3560287	1	28.64383238
chr1_3565262	3565262	1	28.8109847
chr1_3565297	3565297	1	28.84614765
chr1_3565305	3565305	1	28.8813106
chr1_3565356	3565356	1	28.98802735
chr1_3565360	3565360	1	29.05876095
chr1_3565374	3565374	1	29.08901231
chr1_3565524	3565524	1	29.40004446
chr1_3565570	3565570	1	29.61000531
chr1_3565571	3565571	1	29.61000531
chr1_3565579	3565579	1	29.67583691
chr1_3565585	3565585	1	29.71099986
chr1_3565588	3565588	1	30.24386893
chr1_3565592	3565592	1	30.55914116
chr1_3608247	3608247	1	31.36961095
chr1_3608474	3608474	1	31.92914362
chr1_3651196	3651196	1	33.36516954
chr1_3654296	3654296	1	35.44139043
chr1_3654688	3654688	1	35.44139043
chr1_3722151	3722151	1	37.19707256
chr1_3722154	3722154	1	39.9672281
chr1_3813103	3813103	1	41.72192216
chr1_3813172	3813172	1	49.88996231
chr1_3813192	3813192	1	51.32632398
chr1_3857971	3857971	1	51.47693326
chr1_3876023	3876023	1	52.02701687
chr1_3888024	3888024	1	52.46875294
chr1_4100552	4100552	1	52.73508674
chr1_4268028	4268028	1	53.074538
chr1_4268737	4268737	1	53.62458804
chr1_4268919	4268919	1	54.04567528
chr1_4268984	4268984	1	54.50210294
chr1_4269000	4269000	1	54.92319018
chr1_4334914	4334914	1	54.92319018
chr1_4334943	4334943	1	55.34427742
chr1_4335005	4335005	1	55.7304895
chr1_4470816	4470816	1	56.15157675
chr1_4523973	4523973	1	56.15157675
chr1_4552668	4552668	1	56.53778883
chr1_4552728	4552728	1	56.88957661
chr1_4552730	4552730	1	57.17383484
chr1_4552763	4552763	1	57.73197653
chr1_4706210	4706210	1	58.69345371
chr1_4913375	4913375	1	58.89897782
chr1_4913421	4913421	1	59.19142843
chr1_5144796	5144796	1	59.19142843
chr1_5144812	5144812	1	59.57410551
chr1_5268236	5268236	1	59.71876237
chr1_5389108	5389108	1	60.06553304
chr1_5389132	5389132	1	60.38707426
chr1_5468111	5468111	1	60.38707426
chr1_5727148	5727148	1	60.38707426
chr1_5727179	5727179	1	60.64396381
chr1_5727279	5727279	1	60.67497782
chr1_5797546	5797546	1	61.05644618
chr1_5797580	5797580	1	61.34048378
chr1_5797581	5797581	1	61.56677182
chr1_5807791	5807791	1	61.58882121
chr1_6145729	6145729	1	61.81204911
chr1_6145783	6145783	1	61.9469979
chr1_6145808	6145808	1	62.02983301
chr1_6289365	6289365	1	62.07087164
chr1_6289366	6289366	1	62.21051138
chr1_6289379	6289379	1	62.30767356
chr1_6321728	6321728	1	62.48076871
chr1_6513077	6513077	1	62.5455211
chr1_6513080	6513080	1	62.95263622
chr1_6674863	6674863	1	63.21146834
chr1_6684796	6684796	1	63.28764594
chr1_6684799	6684799	1	64.04446237
chr1_6684825	6684825	1	64.15418171
chr1_6699117	6699117	1	64.37947209
chr1_6699144	6699144	1	64.50500541
chr1_6699147	6699147	1	65.18690572
chr1_6699164	6699164	1	67.15908629
chr1_6842029	6842029	1	70.43915498
chr1_6883400	6883400	1	70.69155503
chr1_6883605	6883605	1	75.87878809
chr1_7024255	7024255	1	85.31741898
chr1_7030102	7030102	1	88.53315736
chr1_7275270	7275270	1	90.83143581
chr1_7470364	7470364	1	91.48117096
chr1_7470382	7470382	1	93.85405856
chr1_7586003	7586003	1	94.16642412
chr1_7738258	7738258	1	94.44861028
