ID	lnL
ORTHOMCL10000	 -2652.610590
ORTHOMCL10001	 -1497.638648
ORTHOMCL10002	 -4351.144254
ORTHOMCL10003	 -3495.177958
ORTHOMCL10004	 -1070.052246
ORTHOMCL10005	 -2622.033036
ORTHOMCL10006	 -1328.816824
ORTHOMCL10007	 -1353.831170
ORTHOMCL10009	 -1411.988306
ORTHOMCL10010	 -1725.473942
ORTHOMCL10011	 -1354.443370
ORTHOMCL10012	  -982.367724
ORTHOMCL10013	  -979.069372
ORTHOMCL10014	  -749.088140
ORTHOMCL10018	  -182.201390
ORTHOMCL10019	 -1265.279888
ORTHOMCL10020	 -1808.658536
ORTHOMCL10021	 -1376.664063
ORTHOMCL10022	 -2294.433142
ORTHOMCL10025	 -2035.574372
ORTHOMCL10026	 -2268.797893
ORTHOMCL10027	 -2553.246057
ORTHOMCL10028	 -1503.851488
ORTHOMCL10029	 -1059.238428
ORTHOMCL1003	 -8662.177929
ORTHOMCL10030	 -2118.224785
ORTHOMCL10032	  -712.919256
ORTHOMCL10033	 -1163.094229
ORTHOMCL10034	 -3845.938276
ORTHOMCL10035	 -2455.701376
ORTHOMCL10036	 -1857.608074
ORTHOMCL10037	 -3016.853927
ORTHOMCL10038	 -2036.707055
ORTHOMCL10039	 -1660.042229
ORTHOMCL10040	 -2911.949554
ORTHOMCL10041	 -3156.249179
ORTHOMCL10042	 -1444.320243
ORTHOMCL10043	  -772.280602
ORTHOMCL10045	 -1297.544043
ORTHOMCL10046	 -1024.431535
ORTHOMCL10047	 -1225.777875
ORTHOMCL10048	 -2099.916808
ORTHOMCL10049	 -1627.091890
ORTHOMCL10050	  -896.776804
ORTHOMCL10051	  -749.771141
ORTHOMCL10052	  -514.710724
ORTHOMCL10053	 -2576.921456
ORTHOMCL10054	  -732.914599
ORTHOMCL10055	  -486.167278
ORTHOMCL10056	 -2336.264088
ORTHOMCL10057	 -3091.148370
ORTHOMCL10058	 -1175.274327
ORTHOMCL10059	  -567.705880
ORTHOMCL1006	 -5464.414554
ORTHOMCL10060	  -480.436267
ORTHOMCL10062	  -940.423904
ORTHOMCL10063	 -1289.253758
ORTHOMCL10064	 -2177.327839
ORTHOMCL10065	 -1755.582073
ORTHOMCL10066	  -499.123880
ORTHOMCL10067	 -5579.024941
ORTHOMCL10068	   -22.568470
ORTHOMCL10069	 -4344.030865
ORTHOMCL10071	 -1723.528020
ORTHOMCL10072	  -486.701722
ORTHOMCL10073	  -993.893837
ORTHOMCL10074	 -2986.178254
ORTHOMCL10078	 -3554.102053
ORTHOMCL10079	 -4707.052473
ORTHOMCL1008	 -2162.594264
ORTHOMCL10080	 -3293.351148
ORTHOMCL10082	  -486.720474
ORTHOMCL10083	 -3905.287833
ORTHOMCL10084	 -2924.159485
ORTHOMCL10085	  -689.204084
ORTHOMCL10086	 -2748.608870
ORTHOMCL10087	 -2808.482495
ORTHOMCL10088	  -975.466664
ORTHOMCL1009	 -2796.559990
ORTHOMCL10090	  -795.412789
ORTHOMCL10091	 -2521.016713
ORTHOMCL10092	 -2549.250976
ORTHOMCL10093	  -624.500490
ORTHOMCL10094	 -1129.669545
ORTHOMCL10095	 -3856.066057
ORTHOMCL10096	 -1171.704472
ORTHOMCL10097	 -2884.822544
ORTHOMCL10098	 -1515.272029
ORTHOMCL10099	 -2819.863738
ORTHOMCL1010	 -2818.135344
ORTHOMCL10100	 -1883.330952
ORTHOMCL10101	  -598.073813
ORTHOMCL10102	 -3413.707838
ORTHOMCL10103	 -2342.233031
ORTHOMCL10104	 -1434.374134
ORTHOMCL10105	 -1878.514371
ORTHOMCL10107	 -1245.265667
ORTHOMCL10108	 -2699.027739
ORTHOMCL10109	 -3274.970091
ORTHOMCL10110	 -2375.575926
ORTHOMCL10111	 -1066.048792
ORTHOMCL10112	 -1800.075339
ORTHOMCL10113	 -2426.977629
ORTHOMCL10114	 -1242.707053
ORTHOMCL10115	 -7010.746078
ORTHOMCL10116	 -1217.983038
ORTHOMCL10117	 -1865.356045
ORTHOMCL10118	 -2250.070764
ORTHOMCL10119	 -2932.136666
ORTHOMCL1012	 -7605.069193
ORTHOMCL10121	 -1926.328339
ORTHOMCL10122	 -1166.608908
ORTHOMCL10123	 -2431.391952
ORTHOMCL10124	 -1227.939012
ORTHOMCL10125	 -2725.092057
ORTHOMCL10128	  -795.488333
ORTHOMCL10129	  -493.623808
ORTHOMCL1013	 -10028.507276
ORTHOMCL10130	 -2671.262932
ORTHOMCL10131	 -4225.748473
ORTHOMCL10132	 -1933.033662
ORTHOMCL10133	  -672.792101
ORTHOMCL10134	 -1988.004595
ORTHOMCL10137	 -2603.740271
ORTHOMCL10138	 -3288.335054
ORTHOMCL10139	 -1800.351430
ORTHOMCL10140	  -449.587298
ORTHOMCL10142	 -1940.100700
ORTHOMCL10143	 -1727.275839
ORTHOMCL10144	 -1103.538799
ORTHOMCL10146	  -409.357640
ORTHOMCL10147	 -1221.896574
ORTHOMCL10148	 -4310.811038
ORTHOMCL10149	 -1532.204815
ORTHOMCL10150	   -55.503387
ORTHOMCL10151	  -390.165547
ORTHOMCL10152	 -1156.838278
ORTHOMCL10154	 -4410.220406
ORTHOMCL10155	 -2624.512976
ORTHOMCL10156	 -1903.219848
ORTHOMCL10157	 -1043.019714
ORTHOMCL10158	 -1770.359109
ORTHOMCL1016	 -2698.505827
ORTHOMCL10160	  -932.431907
ORTHOMCL10161	  -909.441352
ORTHOMCL10162	 -1571.203123
ORTHOMCL10163	  -621.361504
ORTHOMCL10164	  -368.576408
ORTHOMCL10165	 -1371.735468
ORTHOMCL10166	 -2516.556424
ORTHOMCL10167	 -1460.360578
ORTHOMCL10168	 -3950.657233
ORTHOMCL10169	  -713.098869
ORTHOMCL10170	 -2050.287926
ORTHOMCL10171	  -803.280723
ORTHOMCL10172	 -2227.193890
ORTHOMCL10174	 -2128.366636
ORTHOMCL10175	 -1364.501666
ORTHOMCL10176	  -820.827630
ORTHOMCL10177	 -1504.136313
ORTHOMCL10178	  -855.848040
ORTHOMCL10179	 -1802.167944
ORTHOMCL1018	  -985.486763
ORTHOMCL10180	 -3784.832696
ORTHOMCL10181	 -3167.282399
ORTHOMCL10182	  -326.552386
ORTHOMCL10183	 -2474.875486
ORTHOMCL10184	 -1834.904886
ORTHOMCL10185	  -838.766699
ORTHOMCL10187	  -865.555939
ORTHOMCL10188	 -2686.197079
ORTHOMCL10189	 -3137.297355
ORTHOMCL1019	 -4155.529018
ORTHOMCL10190	 -1162.570527
ORTHOMCL10191	 -4252.189695
ORTHOMCL10192	 -2015.822968
ORTHOMCL10194	 -2330.434409
ORTHOMCL10195	 -1601.485947
ORTHOMCL10196	 -1241.376774
ORTHOMCL10197	  -785.875489
ORTHOMCL10199	 -3448.798285
ORTHOMCL102	 -4548.072607
ORTHOMCL10200	 -2011.809816
ORTHOMCL10201	  -824.368397
ORTHOMCL10202	 -1329.083658
ORTHOMCL10203	   -28.266155
ORTHOMCL10204	 -1079.014860
ORTHOMCL10205	 -1209.960260
ORTHOMCL10206	  -850.348355
ORTHOMCL10207	  -918.332316
ORTHOMCL10208	 -2281.189270
ORTHOMCL10209	 -1572.563925
ORTHOMCL10210	 -4742.409734
ORTHOMCL10211	  -734.273186
ORTHOMCL10212	  -896.484464
ORTHOMCL10213	 -4889.978180
ORTHOMCL10214	 -3162.904116
ORTHOMCL10215	 -2156.872453
ORTHOMCL10217	  -800.919961
ORTHOMCL10218	 -1058.582933
ORTHOMCL10219	 -1756.539162
ORTHOMCL1022	 -2024.721455
ORTHOMCL10220	 -3888.203075
ORTHOMCL10221	  -640.554532
ORTHOMCL10222	 -1215.931385
ORTHOMCL10223	 -1598.565691
ORTHOMCL10224	 -9095.698487
ORTHOMCL10225	 -1432.913211
ORTHOMCL10226	 -2505.148919
ORTHOMCL10227	 -1969.681305
ORTHOMCL10228	 -1678.794918
ORTHOMCL10229	 -3471.074654
ORTHOMCL1023	 -1854.543162
ORTHOMCL10231	  -896.703236
ORTHOMCL10232	 -1685.510734
ORTHOMCL10233	 -1104.472751
ORTHOMCL10234	 -3701.415842
ORTHOMCL10235	 -1249.031052
ORTHOMCL10236	 -1218.247000
ORTHOMCL10237	 -1307.707578
ORTHOMCL10238	 -5020.039882
ORTHOMCL10239	 -1461.653529
ORTHOMCL1024	 -2544.468969
ORTHOMCL10240	 -3409.732492
ORTHOMCL10242	 -3131.173130
ORTHOMCL10243	 -2258.448990
ORTHOMCL10244	 -1577.008537
ORTHOMCL10245	 -4811.377004
ORTHOMCL10246	  -640.959321
ORTHOMCL10247	 -2814.071623
ORTHOMCL10248	  -504.667693
ORTHOMCL10249	 -1098.552535
ORTHOMCL1025	  -660.431010
