ID	lnL
ORTHOMCL10000	 -3484.640503
ORTHOMCL10001	 -1486.557544
ORTHOMCL10002	 -4322.788785
ORTHOMCL10003	 -4308.677339
ORTHOMCL10004	  -887.079650
ORTHOMCL10005	 -2625.176455
ORTHOMCL10006	 -1327.693971
ORTHOMCL10007	 -1357.464522
ORTHOMCL10008	
ORTHOMCL10009	 -1330.189760
ORTHOMCL10010	 -1714.162845
ORTHOMCL10011	 -1355.854116
ORTHOMCL10012	  -942.997402
ORTHOMCL10013	  -902.564744
ORTHOMCL10014	 -1083.628511
ORTHOMCL10016	
ORTHOMCL10017	
ORTHOMCL10018	  -173.873893
ORTHOMCL10019	 -1264.937765
ORTHOMCL10020	 -1813.344322
ORTHOMCL10021	 -1375.221846
ORTHOMCL10022	 -2255.129482
ORTHOMCL10023	
ORTHOMCL10025	 -2026.840710
ORTHOMCL10026	 -2267.935355
ORTHOMCL10027	 -2533.834345
ORTHOMCL10028	 -1038.193902
ORTHOMCL10029	 -1054.154265
ORTHOMCL1003	 -8641.310575
ORTHOMCL10030	 -2103.281326
ORTHOMCL10032	  -712.173638
ORTHOMCL10033	 -1159.006619
ORTHOMCL10034	  -777.494355
ORTHOMCL10035	 -2454.282393
ORTHOMCL10036	 -1859.008480
ORTHOMCL10037	 -3065.511488
ORTHOMCL10038	 -2241.598030
ORTHOMCL10039	 -1659.671462
ORTHOMCL10040	 -2915.038601
ORTHOMCL10041	 -2933.595145
ORTHOMCL10042	 -1429.828693
ORTHOMCL10043	  -670.056948
ORTHOMCL10044	  -511.934063
ORTHOMCL10045	 -1301.029857
ORTHOMCL10046	 -1023.142191
ORTHOMCL10047	 -1235.544602
ORTHOMCL10048	 -1542.837858
ORTHOMCL10049	 -1634.095258
ORTHOMCL1005	
ORTHOMCL10050	  -903.273624
ORTHOMCL10051	  -754.937769
ORTHOMCL10052	  -514.710724
ORTHOMCL10053	 -2033.199138
ORTHOMCL10054	  -729.821994
ORTHOMCL10055	  -487.659065
ORTHOMCL10056	 -2353.319002
ORTHOMCL10057	 -3048.870119
ORTHOMCL10058	 -1174.273153
ORTHOMCL10059	  -566.790595
ORTHOMCL1006	 -2364.366889
ORTHOMCL10060	  -506.919532
ORTHOMCL10061	
ORTHOMCL10062	  -906.955034
ORTHOMCL10063	  -717.015147
ORTHOMCL10064	 -2171.572918
ORTHOMCL10065	 -1830.666741
ORTHOMCL10066	  -499.093922
ORTHOMCL10067	 -5574.048295
ORTHOMCL10068	   -21.146372
ORTHOMCL10069	 -4434.131594
ORTHOMCL1007	
ORTHOMCL10071	 -1277.282846
ORTHOMCL10072	  -484.467179
ORTHOMCL10073	  -986.979205
ORTHOMCL10074	 -2987.891658
ORTHOMCL10077	
ORTHOMCL10078	 -3550.790018
ORTHOMCL10079	 -4801.833571
ORTHOMCL1008	 -1696.080606
ORTHOMCL10080	 -3281.258138
ORTHOMCL10081	
ORTHOMCL10082	  -482.850777
ORTHOMCL10083	 -3825.934280
ORTHOMCL10084	 -2930.581790
ORTHOMCL10085	  -727.295208
ORTHOMCL10086	 -2752.462813
ORTHOMCL10087	 -2798.805436
ORTHOMCL10088	
ORTHOMCL10089	
ORTHOMCL1009	 -3071.645260
ORTHOMCL10090	  -496.421782
ORTHOMCL10091	 -2217.603525
ORTHOMCL10092	 -2538.433452
ORTHOMCL10093	  -628.470336
ORTHOMCL10094	  -874.276315
ORTHOMCL10095	 -2071.164864
ORTHOMCL10096	 -1067.453689
ORTHOMCL10097	 -2908.802378
ORTHOMCL10098	 -1521.611021
ORTHOMCL10099	 -2842.921355
ORTHOMCL1010	 -1027.959241
ORTHOMCL10100	 -1861.139518
ORTHOMCL10101	  -598.073813
ORTHOMCL10102	 -3844.422741
ORTHOMCL10103	 -2341.126490
ORTHOMCL10104	 -1439.357264
ORTHOMCL10105	 -2535.995750
ORTHOMCL10106	
ORTHOMCL10107	 -1234.933956
ORTHOMCL10108	 -2741.725586
ORTHOMCL10109	 -3532.859627
ORTHOMCL10110	 -2384.366707
ORTHOMCL10111	 -1056.029325
ORTHOMCL10112	 -1780.353310
ORTHOMCL10113	 -1848.450784
ORTHOMCL10114	 -1247.545298
ORTHOMCL10115	 -6986.937134
ORTHOMCL10116	  -660.467394
ORTHOMCL10117	 -1779.593505
ORTHOMCL10118	 -2248.376208
ORTHOMCL10119	 -2961.788460
