ID	lnL
ORTHOMCL10000	 -3484.780411
ORTHOMCL10001	 -1486.557544
ORTHOMCL10002	 -4322.774622
ORTHOMCL10003	 -4308.677339
ORTHOMCL10004	  -887.079650
ORTHOMCL10005	 -2625.176455
ORTHOMCL10006	 -1328.194559
ORTHOMCL10007	 -1357.464522
ORTHOMCL10009	 -1330.189760
ORTHOMCL10010	 -1714.162873
ORTHOMCL10011	 -1355.854116
ORTHOMCL10012	  -942.997402
ORTHOMCL10013	  -902.564744
ORTHOMCL10014	 -1086.428639
ORTHOMCL10018	  -173.873893
ORTHOMCL10019	 -1264.937765
ORTHOMCL10020	 -1813.344329
ORTHOMCL10021	 -1375.234164
ORTHOMCL10022	 -2255.129482
ORTHOMCL10025	 -2026.784979
ORTHOMCL10026	 -2269.959690
ORTHOMCL10027	 -2533.834345
ORTHOMCL10028	 -1038.193902
ORTHOMCL10029	 -1054.154265
ORTHOMCL1003	 -8641.310575
ORTHOMCL10030	 -2103.281326
ORTHOMCL10032	  -713.668626
ORTHOMCL10033	 -1159.006619
ORTHOMCL10034	  -777.494355
ORTHOMCL10035	 -2456.355122
ORTHOMCL10036	 -1859.008480
ORTHOMCL10037	 -3065.511488
ORTHOMCL10038	 -2241.598030
ORTHOMCL10039	 -1659.733106
ORTHOMCL10040	 -2915.038601
ORTHOMCL10041	 -2933.595145
ORTHOMCL10042	 -1429.828693
ORTHOMCL10043	  -670.254186
ORTHOMCL10044	  -511.935662
ORTHOMCL10045	 -1301.029857
ORTHOMCL10046	 -1023.142213
ORTHOMCL10047	 -1237.195591
ORTHOMCL10048	 -1542.837858
ORTHOMCL10049	 -1634.095258
ORTHOMCL10050	  -903.273624
ORTHOMCL10051	  -754.937769
ORTHOMCL10052	  -514.710724
ORTHOMCL10053	 -2033.197113
ORTHOMCL10054	  -729.821994
ORTHOMCL10055	  -487.658961
ORTHOMCL10056	 -2353.319003
ORTHOMCL10057	 -3048.870119
ORTHOMCL10058	 -1174.295891
ORTHOMCL10059	  -566.790595
ORTHOMCL1006	 -2364.366889
ORTHOMCL10060	  -515.018499
ORTHOMCL10062	  -906.955035
ORTHOMCL10063	  -717.015147
ORTHOMCL10064	 -2171.572918
ORTHOMCL10065	 -1830.666738
ORTHOMCL10066	  -499.093922
ORTHOMCL10067	 -5574.048295
ORTHOMCL10068	   -22.568470
ORTHOMCL10069	 -4434.131594
ORTHOMCL10071	 -1277.956056
ORTHOMCL10072	  -485.408257
ORTHOMCL10073	  -986.979205
ORTHOMCL10074	 -2987.891658
ORTHOMCL10078	 -3552.231270
ORTHOMCL10079	 -4801.833571
ORTHOMCL1008	 -1696.080606
ORTHOMCL10080	 -3281.258138
ORTHOMCL10082	  -482.850777
ORTHOMCL10083	 -3825.934280
ORTHOMCL10084	 -2930.581789
ORTHOMCL10085	  -727.295208
ORTHOMCL10086	 -2752.462813
ORTHOMCL10087	 -2800.528869
ORTHOMCL1009	 -3071.645260
ORTHOMCL10090	  -496.502191
ORTHOMCL10091	 -2217.603525
ORTHOMCL10092	 -2538.433452
ORTHOMCL10093	  -628.470336
ORTHOMCL10094	  -876.238616
ORTHOMCL10095	 -2071.164864
ORTHOMCL10096	 -1072.049404
ORTHOMCL10097	 -2908.802378
ORTHOMCL10098	 -1522.893752
ORTHOMCL10099	 -2845.331256
ORTHOMCL1010	 -1027.959241
ORTHOMCL10100	 -1861.139518
ORTHOMCL10101	  -598.073813
ORTHOMCL10102	 -3844.422741
ORTHOMCL10103	 -2341.126490
ORTHOMCL10104	 -1439.357264
ORTHOMCL10105	 -2536.455476
ORTHOMCL10107	 -1234.933956
ORTHOMCL10108	 -2743.688487
ORTHOMCL10109	 -3533.467955
ORTHOMCL10110	 -2385.740948
ORTHOMCL10111	 -1056.029348
ORTHOMCL10112	 -1780.353311
ORTHOMCL10113	 -1848.450784
ORTHOMCL10114	 -1247.545298
ORTHOMCL10115	 -6986.937134
ORTHOMCL10116	  -660.032253
ORTHOMCL10117	 -1779.593615
ORTHOMCL10118	 -2248.377944
ORTHOMCL10119	 -2961.788773
ORTHOMCL1012	 -7555.124751
ORTHOMCL10121	 -1928.629283
ORTHOMCL10122	 -1165.128237
ORTHOMCL10123	 -2419.362948
ORTHOMCL10124	 -1218.946436
ORTHOMCL10125	 -2712.406245
ORTHOMCL10128	  -893.908403
ORTHOMCL10129	  -492.700587
ORTHOMCL1013	 -9001.747723
ORTHOMCL10130	 -2201.732226
ORTHOMCL10131	 -4219.107046
ORTHOMCL10132	 -1923.940907
ORTHOMCL10133	  -679.040476
ORTHOMCL10137	 -2592.368429
ORTHOMCL10138	 -3419.778640
ORTHOMCL10139	 -1784.062208
ORTHOMCL10140	  -451.279580
ORTHOMCL10142	 -1933.053431
ORTHOMCL10143	 -1713.752979
ORTHOMCL10144	 -1104.817219
ORTHOMCL10146	  -409.357659
ORTHOMCL10147	 -1225.812519
ORTHOMCL10148	 -4232.887240
ORTHOMCL10149	 -1531.561067
ORTHOMCL10150	   -54.305660
ORTHOMCL10151	  -371.737029
ORTHOMCL10152	 -1501.271481
ORTHOMCL10154	 -4406.031952
ORTHOMCL10155	 -2489.488809
ORTHOMCL10156	 -1902.957974
ORTHOMCL10157	 -1047.014131
ORTHOMCL10158	 -1755.545648
ORTHOMCL1016	 -1948.860181
ORTHOMCL10160	  -936.007826
ORTHOMCL10161	  -913.491821
